body_temperature,breed_type,milk_production,respiratory_rate,walking_capacity,sleeping_duration,body_condition_score,heart_rate,eating_duration,lying_down_duration,ruminating,rumen_fill,faecal_consistency,health_status
0.676917844,-0.988826465,-1.465909081,-0.891619899,-1.243440722,0.749169125,1.670598782,-0.911153281,-1.616347736,1.55310548,-1.614085391,-1.667727531,1.335992568,1.011299794
-0.932699777,-0.988826465,-0.177469183,0.750898517,0.969189896,-0.922554457,1.670598782,-0.301434168,0.493349034,0.691262295,0.949631441,0.247469247,-0.270809304,1.011299794
-0.127890967,1.011299794,1.414133043,0.853555918,0.831345766,-0.472475031,1.670598782,0.613144501,1.416341371,-1.165015333,0.778716985,1.205067636,0.532591632,-0.988826465
-0.472809028,-0.988826465,-0.010729903,1.366842923,1.182615977,-1.11544564,1.670598782,1.299078503,0.229636938,-0.899832815,0.864174213,-0.710129142,0.532591632,-0.988826465
0.561945157,1.011299794,1.732453488,0.03229671,0.852409588,-0.729663275,1.670598782,1.070433836,1.020773227,-0.303172149,0.949631441,-0.710129142,-2.681012112,1.011299794
0.791890531,1.011299794,1.17160318,1.982787329,0.324884746,-0.215286788,1.670598782,0.68935939,0.361492986,-0.303172149,1.206003124,2.162666025,0.532591632,-0.988826465
1.136808593,-0.988826465,-0.586738327,-0.480990295,0.015122655,-0.665366214,1.670598782,0.460714723,0.888917179,-1.165015333,0.522345302,-1.667727531,-1.07421024,1.011299794
-0.81772709,1.011299794,1.641504789,0.340268913,0.819265044,-0.858257397,1.670598782,0.155855167,0.361492986,-0.634650297,1.035088668,1.205067636,0.532591632,-0.988826465
-1.162645152,1.011299794,1.17160318,-0.173018092,0.914362006,-0.793960336,1.670598782,-0.377649057,0.229636938,-1.165015333,0.778716985,-0.710129142,0.532591632,-0.988826465
-1.047672465,1.011299794,1.641504789,0.442926314,1.224743621,-0.729663275,1.670598782,-0.14900439,2.339333708,-0.767241556,1.804203718,1.205067636,0.532591632,-0.988826465
-0.932699777,1.011299794,1.398974926,0.750898517,1.154427627,-1.244039762,1.670598782,0.155855167,0.493349034,-0.236876519,1.120545896,0.247469247,0.532591632,-0.988826465
-0.81772709,1.011299794,0.989705782,1.777472527,1.009149206,-0.793960336,1.670598782,0.68935939,-0.297787255,-0.966128445,0.009601936,-0.710129142,0.532591632,-0.988826465
-0.702754403,1.011299794,1.777927837,-0.275675493,0.925513441,-0.34388091,1.670598782,-0.301434168,2.734901853,-0.10428526,0.949631441,0.247469247,0.532591632,-0.988826465
-0.587781716,1.011299794,1.277709995,1.674815126,0.855507209,-1.179742701,1.670598782,1.680152949,0.229636938,-0.17058089,0.265973619,-0.710129142,0.532591632,-0.988826465
-0.932699777,1.011299794,1.368658693,0.545583715,0.728504751,-1.308336823,1.670598782,-0.14900439,0.888917179,-0.966128445,1.035088668,-0.710129142,0.532591632,-0.988826465
-1.162645152,1.011299794,1.55055609,0.956213319,0.88834199,-1.179742701,1.670598782,1.680152949,1.152629275,-0.435763408,0.864174213,0.247469247,0.532591632,-0.988826465
-0.81772709,1.011299794,0.853282734,0.237611512,0.970738707,-0.858257397,1.670598782,0.384499834,-0.165931207,-1.297606593,0.095059163,-1.667727531,0.532591632,-0.988826465
-0.587781716,1.011299794,1.717295371,0.648241116,1.19345765,-0.601069153,1.670598782,1.299078503,1.284485323,0.028305999,1.633289262,1.205067636,0.532591632,-0.988826465
-0.932699777,1.011299794,1.656662906,-0.070360691,1.039196129,-0.665366214,1.670598782,-0.072789501,0.888917179,-0.700945926,1.376917579,2.162666025,0.532591632,-0.988826465
-0.587781716,1.011299794,1.353500577,0.340268913,0.783332641,-1.372633883,1.670598782,1.070433836,0.229636938,-0.634650297,0.522345302,-0.710129142,0.532591632,-0.988826465
-1.162645152,1.011299794,1.201919412,1.572157725,0.577340851,-1.244039762,1.670598782,1.451508282,-0.825211447,-0.17058089,0.60780253,-0.710129142,0.532591632,-0.988826465
-0.81772709,1.011299794,1.444449275,1.366842923,0.896395805,-0.922554457,1.670598782,1.756367838,1.548197419,-1.363902222,0.864174213,0.247469247,0.532591632,-0.988826465
-0.702754403,1.011299794,1.580872323,0.750898517,0.761649295,-0.665366214,1.670598782,0.003425388,0.888917179,-0.899832815,0.949631441,1.205067636,0.532591632,-0.988826465
-1.047672465,1.011299794,1.55055609,0.340268913,0.855816971,-0.986851518,1.670598782,0.460714723,0.888917179,-0.700945926,1.547832035,0.247469247,0.532591632,-0.988826465
-4.036962333,1.011299794,1.353500577,0.03229671,0.752975956,-0.472475031,1.670598782,0.613144501,0.09778089,-0.634650297,0.265973619,0.247469247,0.532591632,-0.988826465
-1.047672465,1.011299794,1.535397974,-0.173018092,1.050347564,-1.051148579,1.670598782,2.061227395,1.548197419,0.094601629,1.206003124,0.247469247,0.532591632,-0.988826465
-0.702754403,1.011299794,0.974547666,1.777472527,1.068623527,-0.536772092,1.670598782,2.137442284,-1.220779592,-0.10428526,-0.588598658,-1.667727531,0.532591632,-0.988826465
-0.932699777,1.011299794,1.580872323,0.545583715,0.862321975,-1.11544564,1.670598782,0.841789169,0.625205082,-1.032424074,0.693259758,0.247469247,0.532591632,-0.988826465
0.561945157,1.011299794,-0.1926273,-1.404906904,-0.753087332,0.684872064,1.670598782,-1.216012838,-0.165931207,0.890149184,-0.16131252,0.247469247,1.335992568,1.011299794
0.791890531,1.011299794,0.307590543,-0.9942773,-0.830527854,0.813466186,1.670598782,-0.911153281,-1.35263564,-5.275344368,-1.101342025,-0.710129142,-0.270809304,1.011299794
0.676917844,1.011299794,0.080218796,-0.480990295,-1.106216116,0.813466186,1.670598782,-0.834938392,-1.088923544,1.221627332,-0.674055886,-0.710129142,-1.877611176,1.011299794
1.021835906,1.011299794,-0.222943533,-0.070360691,-1.116748027,0.877763247,1.670598782,-1.139797949,-2.011915881,1.619401109,-1.528628163,-1.667727531,-1.07421024,1.011299794
1.366753968,1.011299794,-0.283575999,-0.891619899,-1.304463854,1.263545612,1.670598782,-0.606293725,0.09778089,0.160897258,-0.075855292,1.205067636,-0.270809304,1.011299794
0.906863219,1.011299794,0.444013591,-0.583647696,-0.982311279,0.942060307,1.670598782,-0.530078836,-0.957067496,1.022740443,-0.844970342,0.247469247,-1.877611176,1.011299794
0.561945157,1.011299794,0.428855474,-0.480990295,-0.725208743,0.749169125,1.670598782,-0.758723503,-1.35263564,1.42051422,-1.357713708,0.247469247,-1.07421024,1.011299794
1.136808593,1.011299794,-0.101678601,-0.9942773,-1.279373125,1.327842673,1.670598782,-1.139797949,-1.616347736,0.956444813,-1.614085391,-0.710129142,-0.270809304,1.011299794
0.561945157,1.011299794,0.27727431,-1.199592102,-0.799861407,0.942060307,1.670598782,-0.911153281,-0.561499351,0.823853554,-0.588598658,-0.710129142,1.335992568,1.011299794
0.906863219,1.011299794,0.171167495,-1.302249503,-0.931510296,1.199248551,1.670598782,-0.911153281,-1.484491688,1.022740443,-1.27225648,0.247469247,-1.07421024,1.011299794
1.25178128,1.011299794,-0.344208464,-1.507564305,-1.253353109,1.263545612,1.670598782,-1.139797949,-1.35263564,0.890149184,-1.357713708,-0.710129142,-1.877611176,1.011299794
1.826644717,1.011299794,-0.238101649,0.03229671,-1.289905036,1.327842673,1.670598782,-1.063583059,-0.561499351,1.089036072,-0.674055886,-0.710129142,-1.877611176,1.011299794
1.021835906,1.011299794,0.01958633,-0.480990295,-1.017314395,1.070654429,1.670598782,-0.682508614,-0.693355399,0.757557925,-0.417684203,0.247469247,1.335992568,1.011299794
0.561945157,1.011299794,-0.677687026,-0.583647696,-0.943591018,0.877763247,1.670598782,-0.606293725,-1.748203785,1.48680985,-1.614085391,-0.710129142,-1.07421024,1.011299794
0.791890531,1.011299794,-0.1926273,-0.686305097,-1.168168534,1.006357368,1.670598782,-0.834938392,-0.297787255,0.624966665,-1.101342025,0.247469247,-1.877611176,1.011299794
1.136808593,1.011299794,0.06506068,-1.302249503,-1.331722918,1.199248551,1.670598782,-1.292227727,-0.034075159,0.293488517,-1.101342025,-0.710129142,-0.270809304,1.011299794
0.676917844,1.011299794,0.171167495,-0.070360691,-0.919429575,0.620575003,1.670598782,-0.530078836,-0.957067496,1.354218591,-1.186799252,0.247469247,1.335992568,1.011299794
0.906863219,1.011299794,0.444013591,-1.507564305,-1.043334411,0.749169125,1.670598782,-0.98736817,-1.484491688,1.48680985,-1.357713708,-0.710129142,-1.877611176,1.011299794
0.676917844,1.011299794,0.307590543,-0.275675493,-0.838891431,1.13495149,1.670598782,-0.453863946,-0.034075159,0.359784147,-0.417684203,0.247469247,-0.270809304,1.011299794
1.481726655,1.011299794,-0.238101649,-0.275675493,-1.290834322,1.456436794,1.670598782,-0.530078836,-0.561499351,0.293488517,-1.186799252,-0.710129142,-1.07421024,1.011299794
-0.702754403,-0.988826465,-0.647370793,0.853555918,0.738417138,-1.11544564,1.670598782,0.079640277,0.493349034,-0.899832815,0.436888074,0.247469247,0.532591632,-0.988826465
-0.932699777,-0.988826465,-0.541263978,1.366842923,1.03795708,-1.179742701,1.670598782,0.155855167,0.625205082,-0.10428526,0.60780253,-0.710129142,0.532591632,-0.988826465
-1.047672465,-0.988826465,-0.071362368,0.340268913,1.05127685,-1.051148579,1.670598782,-0.377649057,1.416341371,-1.231310963,1.120545896,1.205067636,0.532591632,-0.988826465
-0.81772709,-0.988826465,-0.147152951,-0.275675493,1.152569054,-0.601069153,1.670598782,0.613144501,0.361492986,-0.03798963,0.949631441,0.247469247,0.532591632,-0.988826465
-0.932699777,-0.988826465,-0.344208464,-0.173018092,0.948435836,-0.793960336,1.670598782,1.451508282,-0.034075159,-0.966128445,1.291460352,-0.710129142,0.532591632,-0.988826465
-0.587781716,-0.988826465,-0.207785416,1.982787329,0.956799412,-1.11544564,1.670598782,2.061227395,1.416341371,-0.833537185,0.864174213,2.162666025,0.532591632,-0.988826465
-0.702754403,-0.988826465,-0.435157163,0.648241116,0.829796955,-0.858257397,1.670598782,1.680152949,0.888917179,-0.899832815,0.693259758,-0.710129142,0.532591632,-0.988826465
-0.472809028,-0.988826465,-0.647370793,0.03229671,1.062738048,-0.665366214,1.670598782,-0.225219279,0.09778089,-1.231310963,1.120545896,-0.710129142,0.532591632,-0.988826465
-0.702754403,-0.988826465,0.034744447,0.237611512,1.125000228,-0.986851518,1.670598782,1.146648725,1.152629275,-0.700945926,0.693259758,2.162666025,0.532591632,-0.988826465
-0.587781716,-0.988826465,-0.268417882,1.469500324,0.867897692,-1.179742701,1.670598782,1.375293392,0.625205082,-0.10428526,0.522345302,0.247469247,0.532591632,-0.988826465
-1.047672465,-0.988826465,-0.419999046,0.648241116,0.863251261,-1.244039762,1.670598782,2.213657173,0.361492986,-0.435763408,0.60780253,0.247469247,0.532591632,-0.988826465
-0.587781716,-0.988826465,-0.359366581,0.750898517,1.030832552,-1.11544564,1.670598782,1.146648725,1.548197419,-0.369467778,0.864174213,0.247469247,0.532591632,-0.988826465
-0.932699777,-0.988826465,-0.480631512,-0.275675493,0.81430885,-1.051148579,1.670598782,0.994218947,0.75706113,-0.236876519,0.864174213,-0.710129142,0.532591632,-0.988826465
-0.81772709,-0.988826465,-0.768635725,1.572157725,0.588492286,-0.665366214,1.670598782,0.613144501,-0.165931207,-0.767241556,0.095059163,-1.667727531,0.532591632,-0.988826465
-0.932699777,-0.988826465,-0.010729903,1.05887072,0.836301959,-0.922554457,1.670598782,0.079640277,0.493349034,-0.236876519,1.633289262,1.205067636,0.532591632,-0.988826465
-1.162645152,-0.988826465,-0.025888019,0.956213319,1.071721148,-0.986851518,1.670598782,0.003425388,1.152629275,-0.833537185,0.778716985,1.205067636,0.532591632,-0.988826465
-1.047672465,-0.988826465,0.01958633,1.982787329,0.968880134,-0.665366214,1.670598782,-0.225219279,0.888917179,-1.165015333,1.120545896,1.205067636,0.532591632,-0.988826465
-0.702754403,-0.988826465,-0.556422094,0.03229671,1.136771188,-0.922554457,1.670598782,0.384499834,-0.429643303,-0.236876519,0.009601936,-0.710129142,0.532591632,-0.988826465
-0.81772709,-0.988826465,0.049902563,2.08544473,1.108582837,-0.858257397,1.670598782,0.613144501,1.416341371,-0.17058089,0.949631441,1.205067636,0.532591632,-0.988826465
-0.932699777,-0.988826465,-0.389682814,0.853555918,0.845594822,-1.11544564,1.670598782,1.756367838,1.152629275,-0.568354667,0.265973619,0.247469247,0.532591632,-0.988826465
-0.587781716,-0.988826465,-0.798951957,1.366842923,0.867278168,-0.858257397,1.670598782,1.375293392,0.493349034,-0.236876519,1.035088668,-1.667727531,0.532591632,-0.988826465
0.561945157,-0.988826465,-1.405276615,-1.302249503,-1.328005773,1.006357368,1.670598782,-1.216012838,-1.748203785,1.287922961,-1.186799252,-1.667727531,1.335992568,1.011299794
0.676917844,-0.988826465,-1.223379218,-0.686305097,-1.329244821,1.199248551,1.670598782,-0.758723503,-0.825211447,0.691262295,-0.332226975,0.247469247,-0.270809304,1.011299794
1.136808593,-0.988826465,-1.026323704,-0.9942773,-1.300436947,1.456436794,1.670598782,-0.911153281,0.09778089,-0.03798963,-0.16131252,1.205067636,-1.877611176,1.011299794
0.791890531,-0.988826465,-1.08695617,-0.583647696,-1.135643514,0.942060307,1.670598782,-0.98736817,0.09778089,0.492375406,-1.101342025,0.247469247,1.335992568,1.011299794
0.906863219,-0.988826465,-1.162746752,-1.302249503,-1.174054014,1.392139733,1.670598782,-0.98736817,-0.297787255,0.227192888,-1.443170936,-0.710129142,-1.07421024,1.011299794
0.791890531,-0.988826465,-1.208221101,-0.788962498,-1.043334411,1.199248551,1.670598782,-0.530078836,-0.429643303,0.492375406,0.009601936,0.247469247,1.335992568,1.011299794
0.676917844,-0.988826465,-1.268853567,-1.096934701,-0.799241883,0.942060307,1.670598782,-1.063583059,-0.429643303,0.757557925,-1.27225648,0.247469247,-0.270809304,1.011299794
0.676917844,-0.988826465,-1.450750964,-1.199592102,-0.983550327,0.813466186,1.670598782,-1.139797949,-1.088923544,1.221627332,-1.357713708,-0.710129142,1.335992568,1.011299794
0.906863219,-0.988826465,-1.314327916,-1.302249503,-0.939254348,1.263545612,1.670598782,-1.216012838,-0.034075159,0.227192888,-1.528628163,1.205067636,-1.877611176,1.011299794
1.136808593,-0.988826465,-1.08695617,-0.686305097,-1.218659755,0.749169125,1.670598782,-0.911153281,0.229636938,0.624966665,-0.246769747,1.205067636,-1.877611176,1.011299794
1.826644717,-0.988826465,-1.056639937,-1.404906904,-0.912614809,0.813466186,1.670598782,-0.682508614,-0.429643303,0.890149184,-0.16131252,2.162666025,-1.07421024,1.011299794
1.021835906,-0.988826465,-1.314327916,-1.507564305,-0.962176743,1.13495149,1.670598782,-0.834938392,-0.825211447,0.757557925,-0.588598658,0.247469247,-0.270809304,1.011299794
0.561945157,-0.988826465,-1.344644149,-0.686305097,-1.04767108,0.877763247,1.670598782,-1.063583059,-0.957067496,1.089036072,-1.015884797,0.247469247,-1.877611176,1.011299794
0.791890531,-0.988826465,-1.435592848,-1.404906904,-1.293622181,1.263545612,1.670598782,-0.98736817,-0.957067496,0.691262295,-1.614085391,-0.710129142,-0.270809304,1.011299794
1.136808593,-0.988826465,-1.405276615,-0.9942773,-1.18985188,1.13495149,1.670598782,-0.758723503,-0.693355399,0.691262295,-0.588598658,-1.667727531,-1.07421024,1.011299794
0.676917844,-0.988826465,-1.314327916,-0.480990295,-1.287426939,1.070654429,1.670598782,-0.606293725,-1.484491688,1.155331702,-0.246769747,-1.667727531,-0.270809304,1.011299794
1.021835906,-0.988826465,-1.208221101,-0.070360691,-0.731403985,1.392139733,1.670598782,-0.530078836,-1.220779592,0.691262295,-1.528628163,0.247469247,-1.07421024,1.011299794
1.366753968,-0.988826465,-1.147588636,-0.891619899,-0.821234992,1.006357368,1.670598782,-0.98736817,-1.088923544,1.022740443,-1.101342025,1.205067636,-1.877611176,1.011299794
0.906863219,-0.988826465,-1.071798053,-1.302249503,-0.804817601,1.070654429,1.670598782,-1.292227727,-0.297787255,0.558671036,-0.588598658,0.247469247,-0.270809304,1.011299794
0.561945157,-0.988826465,-1.374960382,-0.788962498,-0.938944586,1.199248551,1.670598782,-0.682508614,-0.825211447,0.691262295,-1.528628163,-0.710129142,1.335992568,1.011299794
0.676917844,-0.988826465,-1.465909081,-0.891619899,-1.243440722,0.749169125,1.670598782,-0.911153281,-1.616347736,1.55310548,-1.614085391,-1.667727531,1.335992568,1.011299794
